codigo,tit_original,tit_convertido
66827,RUPTURA DO ENXERTO RENAL POR REJEIÇÃO HUMORAL AGUDA: RELATO DE CASO.,Ruptura do Enxerto Renal por Rejeição Humoral Aguda: Relato de Caso
66829,ISQUEMIA MESENTÉRICA EM PÓS OPERATÓRIO DE TRANSPLANTE RENAL ASSOCIADO AO USO DE SEVELAMER.,Isquemia Mesentérica em pós Operatório de Transplante Renal Associado ao Uso de Sevelamer.
66830,CHIKUNGUNYA NO CEARÁ: RELATO DE 56 CASOS GRAVES E AVALIAÇÃO DAS DISFUNÇÕES RENAIS.,Chikungunya no Ceará: Relato de 56 Casos Graves e Avaliação das Disfunções Renais.
66834,CORRELAÇÃO DA CARGA VIRAL DE BK COM O REGIME IMUNOSSUPRESSOR EM TRANSPLANTADOS RENAIS,Correlação da Carga Viral de BK com o Regime Imunossupressor em Transplantados Renais
66835,CONTROLE DA PRESSÃO ARTERIAL EM PACIENTES COM DOENÇA RENAL CRÔNICA – ESTAMOS ATINGINDO A META PRECONIZADA?,Controle da Pressão Arterial em Pacientes com Doença Renal Crônica – Estamos Atingindo a Meta Preconizada?
66836,SENTIMENTOS SOBRE O USO DE CATETER DUPLO LÚMEN PARA HEMODIÁLISE: IMPLICAÇÕES PARA O CUIDADO,Sentimentos sobre o Uso de Cateter Duplo Lúmen para Hemodiálise: Implicações para o Cuidado
66837,CARACTERÍSTICAS CLÍNICAS DOS DOADORES FALECIDOS EM UMA UNIDADE DE TRANSPLANTE RENAL EM RECIFE/PE.,Características Clínicas dos Doadores Falecidos em uma Unidade de Transplante Renal em Recife-PE
66838,APLASIA PURA DE CÉLULAS VERMELHAS E ANTICORPO ANTI-ERITROPOETINA EM PACIENTES DE HEMODIÁLISE: RELATO DE DOIS CASOS E REVISÃO DA LITERATURA,Aplasia Pura de Células Vermelhas e Anticorpo Anti-Eritropoetina em Pacientes de Hemodiálise: Relato de Dois Casos e Revisão da Literatura
66842,MANIFESTAÇÕES CLÍNICAS E LABORATORIAIS DA SÍNDROME DE GITELMAN: RELATO DE CASO,Manifestações Clínicas e Laboratoriais da Síndrome de Gitelman: Relato de Caso
66843,NEFRITE LÚPICA: PERFIL EPIDEMIOLÓGICO DOS PACIENTES ACOMPANHADOS EM UMA UNIDADE DE REFERÊNCIA DO SUS-BA,Nefrite Lúpica: Perfil Epidemiológico dos Pacientes Acompanhados em uma Unidade de Referência do SUS-BA
66844,AVALIAÇÃO DO PERFIL LIPÍDICO DE PACIENTES COM DOENÇA RENAL CRÔNICA NA FASE NÃO DIALÍTICA E ASSOCIAÇÃO COM MUDANÇA NA TAXA DE FILTRAÇÃO GLOMERULAR ESTIMADA,Avaliação do Perfil Lipídico de Pacientes com Doença Renal Crônica na Fase Não Dialítica e Associação com Mudança na Taxa de Filtração Glomerular Estimada
66847,SÍNDROME DE FANCONI – RELATO DE CASO: COMPLICAÇÕES DA SÍNDROME RELACIONADA A HIPOFOSFATEMIA,Síndrome de Fanconi – Relato de Caso: Complicações da Síndrome Relacionada a Hipofosfatemia
66848,ESTRATÉGIAS PARA MELHORAR A IDENTIFICAÇÃO DE CAPILARES E LINHAS PARA HEMODIÁLISE - RELATO DE VIVÊNCIA,Estratégias para Melhorar a Identificação de Capilares e Linhas para Hemodiálise - Relato de Vivência
66850,"PERFIL DE MORBIDADE E MORTALIDADE EM PACIENTES RENAIS CRONICOS, EM PROGRAMA DE DIALISE PERITONEAL DURANTE 15 ANOS","Perfil de Morbidade e Mortalidade em Pacientes Renais Cronicos, em Programa de Dialise Peritoneal Durante 15 Anos"
66852,O USO DE TARV E ASPECTOS CLÍNICOS COMO FATORES DE PROGNÓSTICO EM PACIENTES DE IDADE AVANÇADA COM HIV,O Uso de TARV e Aspectos Clínicos como Fatores de Prognóstico em Pacientes de Idade Avançada com HIV
66853,"MACROTROMBOCITOPENIA, PERDA DA FUNÇÃO RENAL E SÍNDROME NEFRÓTICA EM PACIENTE MASCULINO JOVEM: UM RELATO DE CASO DA DOENÇA RELACIONADA AO MYH9.","Macrotrombocitopenia, Perda da Função Renal e Síndrome Nefrótica em Paciente Masculino Jovem: um Relato de Caso da Doença Relacionada ao MYH9"
66857,URINÁLISE: A IMPORTÂNCIA DA AVALIAÇÃO CLÍNICO LABORATORIAL EM EXAMES COM FÍSICO-QUIMICO NORMAIS,Urinálise: a Importância da Avaliação Clínico Laboratorial em Exames com Físico-Quimico Normais
66858,COMPLICAÇÕES RELACIONADAS AO TIPO DE ACESSO VASCULAR PARA HEMODIÁLISE EM UM HOSPITAL UNIVERSITÁRIO,Complicações Relacionadas ao Tipo de Acesso Vascular para Hemodiálise em um Hospital Universitário
66863,ASSOCIAÇÃO ENTRE ADIPOSIDADE CORPORAL E MODIFICAÇÕES NA TAXA DE FILTRAÇÃO GLOMERULAR ESTIMADA EM PACIENTES COM DOENÇA RENAL CRÔNICA NA FASE NÃO DIALÍTICA,Associação entre Adiposidade Corporal e Modificações na Taxa de Filtração Glomerular Estimada em Pacientes com Doença Renal Crônica na Fase Não Dialítica
66864,PSEUDOPORFIRIA INDUZIDA POR FUROSEMIDA EM PACIENTE COM DOENÇA RENAL CRÔNICA: RELATO DE CASO,Pseudoporfiria Induzida por Furosemida em Paciente com Doença Renal Crônica: Relato de Caso
66869,RELATO DE CASO: IMPLANTE TRANSLOMBAR DE CATETER DE HEMODIÁLISE DE LONGA PERMANÊNCIA GUIADO POR ULTRASONOGRAFIA,Relato de Caso: Implante Translombar de Cateter de Hemodiálise de Longa Permanência Guiado por Ultrasonografia
66870,ESTUDO PILOTO: AVALIAÇÃO DOS NÍVEIS DE AMICACINA PLASMÁTICOS E DO DIALISATO EM PACIENTES COM PERITONITE ASSOCIADA A DIÁLISE PERITONEAL,Estudo Piloto: Avaliação dos Níveis de Amicacina Plasmáticos e do Dialisato em Pacientes com Peritonite Associada a Diálise Peritoneal
66871,MIOPATIA NECROTIZANTE INDUZIDA POR ESTATINA EVOLUINDO COM RABDOMIÓLISE E DISFUNÇÃO RENAL AGUDA – RELATO DE CASO,Miopatia Necrotizante Induzida por Estatina Evoluindo com Rabdomiólise e Disfunção Renal Aguda – Relato de Caso
66872,DORSALGIA E TETRAPARESIA SECUNDÁRIA À HIPERCALEMIA: UM RELATO DE CASO,Dorsalgia e Tetraparesia Secundária à Hipercalemia: um Relato de Caso
66874,VISITA DOMICILIAR EM DIÁLISE PERITONEAL: ASPECTOS RELEVANTES AO CUIDADO DE ENFERMAGEM,Visita Domiciliar em Diálise Peritoneal: Aspectos Relevantes ao Cuidado de Enfermagem
66876,TRANSPLANTE RENAL E UMA NOVA ABORDAGEM:DIABETES MELLITUS PÓS TRANSPLANTE RENAL,Transplante Renal e uma Nova Abordagem: Diabetes Mellitus Pós Transplante Renal
66877,A GLOMERULONEFRITE LÚPUS-LIKE COMO MANIFESTAÇÃO CLÍNICA INICIAL EM PACIENTE COM INFECÇÃO PELO VÍRUS DA IMUNODEFICIÊNCIA HUMANA.,A Glomerulonefrite Lúpus-Like como Manifestação Clínica Inicial em Paciente com Infecção pelo Vírus da Imunodeficiência Humana
66878,AVALIAÇÃO DOS FATORES DE RISCO PARA A DOENÇA RENAL EM UMA POPULAÇÃO DE FORTALEZA: UM ESTUDO EPIDEMIOLÓGICO,Avaliação dos Fatores de Risco para a Doença Renal em uma População de Fortaleza: um Estudo Epidemiológico
66879,MELHORA DA FUNÇÃO RENAL E DO PERFIL METABÓLICO POR EXERCÍCIO FÍSICO EM PACIENTES COM HIV,Melhora da Função Renal e do Perfil Metabólico por Exercício Físico em Pacientes com HIV
66883,TRAJETO NÃO USUAL DO CATETER DE HEMODIÁLISE EM VEIA JUGULAR INTERNA ESQUERDA: PERSISTÊNCIA DA VEIA CAVA SUPERIOR ESQUERDA,Trajeto Não Usual do Cateter de Hemodiálise em Veia Jugular Interna Esquerda: Persistência da Veia Cava Superior Esquerda
66884,CARACTERIZAÇÃO RENAL DOS PACIENTES REALIZANDO HEMODIÁLISE EM UM HOSPITAL DE REFERÊNCIA,Caracterização Renal dos Pacientes Realizando Hemodiálise em um Hospital de Referência
66886,"PERFIL GLICÊMICO DO PÚBLICO DA CAMPANHA DO DIA MUNDIAL DO RIM NO BAIRRO BENFICA EM FORTALEZA, CEARÁ","Perfil Glicêmico do Público da Campanha do Dia Mundial do Rim no Bairro Benfica em Fortaleza, Ceará"
66888,DIA MUNDIAL DO RIM 2018 : UM RELATO DE EXPERIENCIA,Dia Mundial do Rim 2018: um Relato de Experiencia
66889,IMPACTO DA INJÚRIA RENAL AGUDA APÓS INFARTO AGUDO DO MIOCÁRDIO COM SUPRADESNIVELAMENTO DO SEGMENTO ST SUBMETIDOS À INTERVENÇÃO CORONÁRIA PERCUTÂNEA PRIMÁRIA.,Impacto da Injúria Renal Aguda após Infarto Agudo do Miocárdio com Supradesnivelamento do Segmento ST Submetidos à Intervenção Coronária Percutânea Primária
66890,HEMATOPOESE EXTRAMEDULAR ASSOCIADA A MIELOFIBROSE EM TRANSPLANTADO RENAL: UM RELATO DE CASO,Hematopoese Extramedular Associada a Mielofibrose em Transplantado Renal: um Relato de Caso
66892,PERFIL HIPERTENSIVO DO PÚBLICO DA CAMPANHA DO DIA MUNDIAL RIM EM UM SHOPPING DE FORTALEZA-CE,Perfil Hipertensivo do Público da Campanha do Dia Mundial Rim em um Shopping de Fortaleza-CE
66893,COMO VÃO SEUS RINS: AÇÃO DA LIGA ACADÊMICA DE NEFROLOGIA COM A COMUNIDADE DO BAIRRO BENFICA DE FORTALEZA-CE: UM RELATO DE EXPERIÊNCIA,Como Vão Seus Rins: Ação da Liga Acadêmica de Nefrologia com a Comunidade do Bairro Benfica de Fortaleza-CE: um Relato de Experiência
66896,GLOMERULONEFRITE MEMBRANOPROLIFERATIVA: UMA FORMA DE COMPROMETIMENTO RENAL INCOMUM DA SÍNDROME DE SJÖGREN,Glomerulonefrite Membranoproliferativa: uma Forma de Comprometimento Renal Incomum da Síndrome de Sjögren
67176,IMPACTO DA LESÃO RENAL AGUDA NA SOBREVIDA APÓS ALTA HOSPITALAR EM PACIENTES COM CIRROSE HEPÁTICA,Impacto da Lesão Renal Aguda na Sobrevida após Alta Hospitalar em Pacientes com Cirrose Hepática
68572,EVEROLIMUS (EVR) COM DOSE REDUZIDA DE INIBIDORES DE CALCINEURINA (ICN) EM RECEPTORES DE TRANSPLANTE DE RIM: RESULTADOS DE EFICÁCIA E SEGURANÇA DO ESTUDO TRANSFORM.,Everolimus (EVR) com Dose Reduzida de Inibidores de Calcineurina (ICN) em Receptores de Transplante de Rim: Resultados de Eficácia e Segurança do Estudo Transform
68585,ESCORE DE DESNUTRIÇÃO-INFLAMAÇÃO E SUA ASSOCIAÇÃO COM PARÂMETROS NUTRICIONAIS EM PACIENTES DIALÍTICOS,Escore de Desnutrição-Inflamação e sua Associação com Parâmetros Nutricionais em Pacientes Dialíticos
68817,A INIBIÇÃO DO RECEPTOR P2X7 ATRASA A PROGRESSÃO DA NEFROPATIA DIABÉTICA E REPRIME A EXPRESSÃO DE KLOTHO,A Inibição do Receptor P2x7 Atrasa a Progressão da Nefropatia Diabética e Reprime a Expressão de Klotho
70094,SABERES E PRÁTICAS DA EQUIPE DE ENFERMAGEM SOBRE PARADA CARDIORRESPIRATÓRIA NA HEMODIÁLISE,Saberes e Práticas da Equipe de Enfermagem sobre Parada Cardiorrespiratória na Hemodiálise
70607,CATETER TRANSLOMBAR PARA HEMODIÁLISE: EXPERIÊNCIA DE UM SERVIÇO,Cateter Translombar para Hemodiálise: Experiência de um Serviço
70660,"PERFIL CLÍNICO DA INJÚRIA RENAL AGUDA NAS UNIDADES DE TERAPIA INTENSIVA DO MUNICÍPIO DE MACEIÓ, AL",Perfil Clínico da Injúria Renal Aguda Nas Unidades de Terapia Intensiva do Município de Maceió-AL
70852,VASCULOPATIA RENAL LÚPICA EM PACIENTE MASCULINO: RELATO DE CASO,Vasculopatia Renal Lúpica em Paciente Masculino: Relato de Caso
71598,PREVALÊNCIA E FATORES DE RISCO PARA DOENÇA RENAL CRÔNICA EM PACIENTES ATENDIDOS DURANTE CAMPANHA DIA DO RIM – 2018 EM HOSPITAL UNIVERSITÁRIO DE ALAGOAS,Prevalência e Fatores de Risco para Doença Renal Crônica em Pacientes Atendidos Durante Campanha Dia do Rim – 2018 em Hospital Universitário de Alagoas
71601,DIÁLISE URGENT START: COMPARAÇÃO DE COMPLICAÇÕES E DESFECHOS ENTRE OS MÉTODOS.,Diálise Urgent Start: Comparação de Complicações e Desfechos entre os Métodos
71602,"DIÁLISE URGENT START: FATORES DE RISCO PARA COMPLICAÇÕES INFECCIOSAS, MECÂNICAS E ÓBITO.","Diálise Urgent Start: Fatores de Risco para Complicações Infecciosas, Mecânicas e Óbito"
71638,INFARTO RENAL BILATERAL EM PACIENTE COM VASCULITE DE GRANDES VASOS: RELATO DE CASO,Infarto Renal Bilateral em Paciente com Vasculite de Grandes Vasos: Relato de Caso
71672,CORRELAÇÃO ENTRE A TAXA DE FILTRAÇÃO GLOMERULAR E OS RESULTADOS DA PLANTIGRAFIA UTILIZANDO O SOFTWARE FOOTPOINT NA AVALIAÇÃO DOS PÉS DE PACIENTES DIABÉTICOS,Correlação entre a Taxa de Filtração Glomerular e os Resultados da Plantigrafia Utilizando o Software Footpoint na Avaliação dos Pés de Pacientes Diabéticos
71673,CORRELAÇÃO ENTRE TAXA DE FILTRAÇÃO GLOMERULAR E PERDA DA SENSIBILIDADE PROTETORA DOS PÉS DE DIABÉTICOS,Correlação entre Taxa de Filtração Glomerular e Perda da Sensibilidade Protetora dos Pés de Diabéticos
71702,CARACTERÍSTICAS EPIDEMIOLÓGICAS E ANATOMOPATOLÓGICAS DAS GLOMERULOPATIAS EM PACIENTES SUBMETIDOS À BIÓPSIA RENAL,Características Epidemiológicas e Anatomopatológicas das Glomerulopatias em Pacientes Submetidos à Biópsia Renal
71781,ADESÃO A HIGIENIZAÇÃO DAS MÃOS EM UM SERVIÇO DE HEMODIÁLISE AMBULATORIAL DE PORTO ALEGRE,Adesão a Higienização das Mãos em um Serviço de Hemodiálise Ambulatorial de Porto Alegre
71890,INSUFICIÊNCIA RENAL AGUDA SECUNDÁRIA À GLOMERULONEFRITE RAPIDAMENTE PROGRESSIVA,Insuficiência Renal Aguda Secundária à Glomerulonefrite Rapidamente Progressiva
71920,TROPONINA I NA ADMISSÃO NA UNIDADE DE TERAPIA INTENSIVA PREDIZ A NECESSIDADE DE DIÁLISE EM PACIENTES SÉPTICOS,Troponina I na Admissão na Unidade de Terapia Intensiva Prediz a Necessidade de Diálise em Pacientes Sépticos
71926,PERFIL LIPIDICO EM PORTADORES DE GLOMERULOPATIAS PRIMÁRIAS APÓS TRATAMENTO,Perfil Lipidico em Portadores de Glomerulopatias Primárias após Tratamento
71964,DOENÇA RENAL CRÔNICA APÓS INJURIA RENAL DIALÍTICA,Doença Renal Crônica após Injuria Renal Dialítica
72013,DIA MUNDIAL DO RIM: CAMPANHA DE ESCLARECIMENTO DA DOENÇAS RENAIS,Dia Mundial do Rim: Campanha de Esclarecimento da Doenças Renais
72028,CORRELAÇÃO DA PRESSÃO ARTERIAL SISTÓLICA NA PRÉ E PÓS-HEMODIÁLISE EM RENAIS CRÔNICOS EM HEMODIÁLISE,Correlação da Pressão Arterial Sistólica na Pré e Pós-Hemodiálise em Renais Crônicos em Hemodiálise
72029,DIURESE RESIDUAL EM RENAIS CRÔNICOS PORTADORES DE HIPERTENSÃO ARTERIAL SISTÓLICA EM HEMODIÁLISE,Diurese Residual em Renais Crônicos Portadores de Hipertensão Arterial Sistólica em Hemodiálise
72358,GENTAMICINA/CEFAZOLINA VERSUS TAUROLIDINA/CITRATO COMO LOCK TERAPIA PROFILÁTICA EM CATETERES TUNELIZADOS PARA HEMODIÁLISE,Gentamicina/Cefazolina Versus Taurolidina/Citrato como Lock Terapia Profilática em Cateteres Tunelizados para Hemodiálise
72532,EFEITOS DO TREINAMENTO FÍSICO COMBINADO COM REALIDADE VIRTUAL NA FUNCIONALIDADE E QUALIDADE DE VIDA DE PACIENTES EM HEMODIÁLISE,Efeitos do Treinamento Físico Combinado com Realidade Virtual na Funcionalidade e Qualidade de Vida de Pacientes em Hemodiálise
72537,EXCREÇÃO DE URÉIA URINÁRIA COMO BIOMARCADOR PRECOCE DE INJÚRIA RENAL AGUDA,Excreção de Uréia Urinária como Biomarcador Precoce de Injúria Renal Aguda
72539,A REPRESENTAÇÃO SOCIAL DO TRATAMENTO HEMODIALÍTICO PARA PESSOAS COM DOENÇA RENAL CRÔNICA,A Representação Social do Tratamento Hemodialítico para Pessoas com Doença Renal Crônica
72540,"EFEITOS DO EXTRATO DE PRÓPOLIS VERDE BRASILEIRA SOBRE A PROTEINÚRIA E A FUNÇÃO RENAL EM PACIENTES COM DOENÇA RENAL CRÔNICA: ENSAIO CLÍNICO RANDOMIZADO, DUPLO-CEGO, PLACEBO CONTROLADO","Efeitos do Extrato de Própolis Verde Brasileira sobre a Proteinúria e a Função Renal em Pacientes com Doença Renal Crônica: Ensaio Clínico Randomizado, Duplo-Cego, Placebo Controlado"
72550,INTOXICAÇÃO POR VITAMINA D: RELATO DE 3 CASOS,Intoxicação por Vitamina D: Relato de 3 Casos
72582,"LESÃO RENAL AGUDA POR VANCOMICINA: ESTUDO PROSPECTIVO SOBRE A INCIDÊNCIA, FATORES DE RISCO E MORTALIDADE","Lesão Renal Aguda por Vancomicina: Estudo Prospectivo sobre a Incidência, Fatores de Risco e Mortalidade"
72607,DETECTION OF ENTEROPARASITES INFECTION IN HEMODIALYSIS (HD) PATIENTS FROM METROPOLITAN AREA OF RIO DE JANEIRO,Detection of Enteroparasites Infection in Hemodialysis (HD) Patients from Metropolitan Area of Rio de Janeiro
72609,CIPROFLOXACINO E CEFAZOLINA COMO TRATAMENTO EMPÍRICO NAS PERITONITES SECUNDÁRIAS À DIÁLISE PERITONEAL: 15 ANOS DE SEGUIMENTO,Ciprofloxacino e Cefazolina como Tratamento Empírico nas Peritonites Secundárias à Diálise Peritoneal: 15 Anos de Seguimento
72610,MAIS DE 18 ANOS E MENOS DE 30 QUILOS – O DESAFIO DA TRANSIÇÃO PARA UM SERVIÇO DE ADULTO: RELATO DE 3 CASOS,Mais de 18 Anos e Menos de 30 Quilos – o Desafio da Transição para um Serviço de Adulto: Relato de 3 Casos
72613,ASSOCIAÇÃO ENTRE PARÂMETROS DE MASSA CORPORAL E ESTÁGIOS INICIAIS DA DOENÇA RENAL CRÔNICA.,Associação entre Parâmetros de Massa Corporal e Estágios Iniciais da Doença Renal Crônica.
72614,COMPARAÇÃO ENTRE CREATININA E CISTATINA SÉRICAS PARA DETECÇÃO DE DOENÇA RENAL CRÔNICA EM UMA POPULAÇÃO DE ATENÇÃO PRIMÁRIA: ASSOCIAÇÃO COM DOENÇA CARDIOVASCULAR E MORTALIDADE,Comparação entre Creatinina e Cistatina Séricas para Detecção de Doença Renal Crônica em uma População de Atenção Primária: Associação com Doença Cardiovascular e Mortalidade
72617,"INSUFICIÊNCIA RENAL AGUDA EM UNIDADE DE TERAPIA INTENSIVA ONCOLÓGICA: LIMITAÇÃO DE ESFORÇOS? ONCONEFROLOGIA, UMA REALIDADE CADA VEZ MAIS PRESENTE.","Insuficiência Renal Aguda em Unidade de Terapia Intensiva Oncológica: Limitação de Esforços? Onconefrologia, uma Realidade Cada Vez Mais Presente."
72620,"IMPORTÂNCIA DA IMPLEMENTAÇÃO DO PROCESSO DE ACESSO VASCULAR EM UM CENTRO DE HEMODIÁLISE, IMPACTO SOBRE A QUALIDADE DO TRATAMENTO DIALÍTICO","Importância da Implementação do Processo de Acesso Vascular em um Centro de Hemodiálise, Impacto sobre a Qualidade do Tratamento Dialítico"
72621,RETIRADA E REIMPLANTE SIMULTÂNEOS DO CATETER DE DIÁLISE PERITONEAL NA VIGÊNCIA DE PERITONITE: AVALIAÇÃO DE 11 CASOS,Retirada e Reimplante Simultâneos do Cateter de Diálise Peritoneal na Vigência de Peritonite: Avaliação de 11 Casos
72626,NEFROTOXICIDADE INDUZIDA POR IFOSFAMIDA: RELATO DE CASO,Nefrotoxicidade Induzida por Ifosfamida: Relato de Caso
72627,PREDITORES DE SARCOPENIA EM PACIENTES COM DOENÇA RENAL CRÔNICA SUBMETIDOS À HEMODIÁLISE,Preditores de Sarcopenia em Pacientes com Doença Renal Crônica Submetidos à Hemodiálise
72628,QUALIDADE DE VIDA EM PACIENTES COM SARCOPENIA SUBMETIDOS À HEMODIÁLISE,Qualidade de Vida em Pacientes com Sarcopenia Submetidos à Hemodiálise
72630,ANÁLISE DE MUTAÇÕES GENÉTICAS DO GENE NPHS2 NA GLOMERULOESCLEROSE SEGMENTAR E FOCAL ESPORÁDICA E FAMILIAR,Análise de Mutações Genéticas do Gene NPHS2 na Glomeruloesclerose Segmentar e Focal Esporádica e Familiar
72639,RÁPIDA PERDA DA FUNÇÃO RENAL ASSOCIADA AO USO DA CAPREOMICINA,Rápida Perda da Função Renal Associada ao Uso da Capreomicina
72661,AVALIAÇÃO DE FATORES DE RISCO PARA DOENÇA CARDIOVASCULAR EM PACIENTES EM HEMODIÁLISE NO ESTADO DE RORAIMA.,Avaliação de Fatores de Risco para Doença Cardiovascular em Pacientes em Hemodiálise no Estado de Roraima
72662,UMA VISÃO GLOBAL ACERCA DO PACIENTE COM INSUFICIÊNCIA RENAL CRÔNICA EM TERAPIA HEMODIALÍTICA.,Uma Visão Global Acerca do Paciente com Insuficiência Renal Crônica em Terapia Hemodialítica.
72667,ANÁLISE DE SOBREVIDA DE PACIENTES EM TERAPIA RENAL SUBSTITUTIVA,Análise de Sobrevida de Pacientes em Terapia Renal Substitutiva
72674,PERFIL CLÍNICO-EPIDEMIOLÓGICO DE PACIENTES NO MOMENTO DA ADMISSÃO NA HEMODIÁLISE EM UM HOSPITAL DE REFERÊNCIA DO OESTE DO PARÁ,Perfil Clínico-Epidemiológico de Pacientes no Momento da Admissão na Hemodiálise em um Hospital de Referência do Oeste do Pará
72675,ALBUMIN 5% REDUCES ACUTE KIDNEY INJURY IN EXPERIMENTAL ACUTE RESPIRATORY DISTRESS SYNDROME,Albumin 5% Reduces Acute Kidney Injury In Experimental Acute Respiratory Distress Syndrome
72676,DISTÚRBIO MINERAL ÓSSEO DA DOENÇA RENAL CRÔNICA (DMO-DRC) EM PACIENTES ATENDIDOS EM UM HOSPITAL NO INTERIOR DA AMAZÔNIA,Distúrbio Mineral Ósseo da Doença Renal Crônica (DMO-DRC) em Pacientes Atendidos em um Hospital no Interior da Amazônia
72678,ESTUDO DA CORRELAÇÃO ENTRE O RECEPTOR P2X7 E MARCADORES INFLAMATÓRIOS NA PROGRESSÃO DA NEFROPATIA DIABÉTICA EM RATOS,Estudo da Correlação entre o Receptor P2x7 e Marcadores Inflamatórios na Progressão da Nefropatia Diabética em Ratos
72681,INCIDÊNCIA DE INFECÇÃO EM PACIENTES QUE REALIZAM HEMODIÁLISE EM UM HOSPITAL DE MÉDIA E ALTA COMPLEXIDADE NO INTERIOR DA AMAZÔNIA BRASILEIRA,Incidência de Infecção em Pacientes que Realizam Hemodiálise em um Hospital de Média e Alta Complexidade no Interior da Amazônia Brasileira
72683,"ASSOCIAÇÃO DA TAXA DE FILTRAÇÃO GLOMERULAR COM INDICADORES LABORATORIAIS, DA COMPOSIÇÃO CORPORAL E CARDIOVASCULAR DE USUÁRIOS DE UMA UNIDADE DE SAÚDE DO MUNICÍPIO DE SANTARÉM-PA","Associação da Taxa de Filtração Glomerular com Indicadores Laboratoriais, da Composição Corporal e Cardiovascular de Usuários de uma Unidade de Saúde do Município de Santarém-PA"
72691,"FGF-23 CORRELACIONA-SE COM FATORES DE RISCO CARDIOVASCULAR E DISFUNÇÃO SISTÓLICA, MAS NÃO DIASTÓLICA, EM HOMENS COM DRC 3 E 4","FGF-23 Correlaciona-se com Fatores de Risco Cardiovascular e Disfunção Sistólica, Mas Não Diastólica, em Homens com DRC 3 e 4"
72697,TUBERCULOSE URINÁRIA: UM DESAFIO DIAGNÓSTICO,Tuberculose Urinária: um Desafio Diagnóstico
72698,DESFECHOS CLÍNICOS DE PACIENTES EM DIÁLISE PERITONEAL APÓS FALÊNCIA DO ENXERTO RENAL,Desfechos Clínicos de Pacientes em Diálise Peritoneal após Falência do Enxerto Renal
72699,APLASIA DE SÉRIE ERITRÓIDE PURA INDUZIDA POR PARVOVÍRUS EM PACIENTE TRANSPLANTADA RENAL,Aplasia de Série Eritróide Pura Induzida por Parvovírus em Paciente Transplantada Renal
72701,AVALIAÇÃO DA FUNÇÃO RETARDADA DO ENXERTO NOS TRANSPLANTADOS RENAIS DO SERVIÇO HOSPITAL MARCIO CUNHA ENTRE 2010 E 2017,Avaliação da Função Retardada do Enxerto Nos Transplantados Renais do Serviço Hospital Marcio Cunha entre 2010 e 2017
72702,CORÉIA POR ESTADO HIPEROSMOLAR HIPERGLICÊMICO NÃO-CETÓTICO: RELATO EM UM PACIENTE TRANSPLANTADO RENAL COM DIABETES MELLITUS PÓS-TRANSPLANTE.,Coréia por Estado Hiperosmolar Hiperglicêmico Não-Cetótico: Relato em um Paciente Transplantado Renal com Diabetes Mellitus Pós-Transplante.
72708,"O PAPEL DOS BIOMARCADORES NGAL, KIM-1, CISTATINA C E IL-18 COMO PREDITORES DIAGNÓSTICOS DA INJÚRIA RENAL AGUDA ASSOCIADA AO USO DE VANCOMICINA: RESULTADOS PRELIMINARES","O Papel dos Biomarcadores NGAL, KIM-1, Cistatina C e Il-18 como Preditores Diagnósticos da Injúria Renal Aguda Associada ao Uso de Vancomicina: Resultados Preliminares"
72711,PERFIL DE PACIENTES COM DOENÇA RENAL CRÔNICA EM TRATAMENTO HEMODIALÍTICO NO ESTADO DE RORAIMA.,Perfil de Pacientes com Doença Renal Crônica em Tratamento Hemodialítico no Estado de Roraima.
72713,ANÁLISE COMPARATIVA DOS PARÂMETROS HEMATOLÓGICOS EM PACIENTES EM TRATAMENTO HEMODIALÍTICO AO LONGO DO ANO DE 2017 NO ESTADO DE RORAIMA.,Análise Comparativa dos Parâmetros Hematológicos em Pacientes em Tratamento Hemodialítico ao Longo do Ano de 2017 no Estado de Roraima.
72720,RENOPROTEÇAO DA CAMELLIA SINENSIS (CHA VERDE) NA INJURIA RENAL AGUDA INDUZIDA PELO USO DE GENTAMICINA EM RATOS WISTAR.,Renoproteçao da Camellia Sinensis (Chá Verde) na Injuria Renal Aguda Induzida pelo Uso de Gentamicina em Ratos Wistar
72726,EFEITOS DO TRATAMENTO COM ESCULINA SOBRE A DISFUNÇÃO MITOCONDRIAL E P2X7 NA NEFROPATIA DIABÉTICA EXPERIMENTAL,Efeitos do Tratamento com Esculina sobre a Disfunção Mitocondrial e P2x7 na Nefropatia Diabética Experimental
72727,MUCORMICOSE RINO ORBITÁRIA EM PACIENTE TRANSPLANTADO RENAL: RELATO DE CASO.,Mucormicose Rino Orbitária em Paciente Transplantado Renal: Relato de Caso.
72733,"PARÂMETROS ANTROPOMÉTRICOS, RENAIS E INFLAMATÓRIOS DE PACIENTES COM OBESIDADE SEVERA APÓS CIRURGIA BARIÁTRICA: ESTUDO PROSPECTIVO","Parâmetros Antropométricos, Renais e Inflamatórios de Pacientes com Obesidade Severa após Cirurgia Bariátrica: Estudo Prospectivo"
72734,MELATONIN ATTENUATES KIDNEY INJURY INA PRISTANE-INDUCED MOUSE MODEL OF LUPUS NEPHRITIS,Melatonin Attenuates Kidney Injury in a Pristane-Induced Mouse Model of Lupus Nephritis
72735,QUERCETIN TREATMENT PROTECTS AGAINST KIDNEY INJURY IN A PRISTANE-INDUCED LUPUS MOUSE MODEL,Quercetin Treatment Protects Against Kidney Injury in a Pristane-Induced Lupus Mouse Model
